행정동코드,읍면동명,거래수,년,평균거래금액,지니계수_거래금액,평균평당거래금액,지니계수_평당거래금액
3020054000,온천2동,198,2014,22915.0,0.125,847.0,0.053
3020054600,노은1동,287,2014,26671.1,0.209,944.9,0.132
3020054700,노은2동,160,2014,25760.0,0.069,1004.7,0.048
3020055000,신성동,230,2014,28907.0,0.294,1048.1,0.213
3020057000,전민동,435,2014,22208.2,0.126,783.5,0.062
3020058000,구즉동,601,2014,16909.7,0.171,780.6,0.072
3020060000,관평동,540,2014,31563.3,0.12,1083.4,0.062
3020061000,원신흥동,495,2014,21233.6,0.342,1071.1,0.125
3023051000,오정동,123,2014,15869.8,0.123,649.0,0.115
3023052000,대화동,96,2014,6890.7,0.101,434.8,0.166
3023052500,회덕동,294,2014,10117.1,0.179,548.5,0.061
3023053300,비래동,201,2014,14521.9,0.183,629.0,0.143
3023054300,송촌동,456,2014,21268.9,0.148,914.5,0.084
3023054600,중리동,51,2014,10065.9,0.176,542.6,0.094
3023055000,신탄진동,88,2014,10469.4,0.293,560.2,0.142
3023057000,덕암동,107,2014,15127.2,0.261,661.3,0.175
3023058000,목상동,188,2014,12253.8,0.158,716.8,0.118
3023060000,법1동,660,2014,14027.4,0.197,706.2,0.099
3111051000,학성동,66,2014,15463.2,0.175,625.4,0.119
3111052000,반구1동,214,2014,16207.6,0.176,771.8,0.124
3111058500,중앙동,53,2014,37395.7,0.249,1084.9,0.16
3111059000,우정동,446,2014,26412.5,0.217,1023.5,0.124
3111060000,태화동,579,2014,23850.5,0.264,913.1,0.176
3111061000,다운동,209,2014,14121.7,0.238,714.3,0.096
3111062000,병영1동,255,2014,32919.4,0.153,1110.6,0.128
3111063000,병영2동,205,2014,13066.2,0.146,663.5,0.111
3111064000,약사동,337,2014,16576.5,0.334,732.9,0.246
3114051000,신정1동,1886,2014,33562.0,0.231,1110.7,0.146
3114056000,달동,804,2014,20391.7,0.218,987.2,0.086
3114057000,삼산동,957,2014,29058.6,0.202,1001.8,0.086
3114058500,삼호동,1347,2014,18182.3,0.213,891.5,0.127
3114060000,옥동,656,2014,24367.1,0.26,964.4,0.158
3114062500,대현동,1185,2014,23710.8,0.206,1014.4,0.122
3114064000,선암동,365,2014,15357.4,0.176,741.4,0.113
3114067000,야음장생포동,1,2014,22918.0,0.0,1046.2,0.0
3117051000,방어동,646,2014,20382.2,0.151,900.5,0.101
3117052000,일산동,43,2014,18451.2,0.179,824.1,0.113
3117053000,화정동,506,2014,17837.7,0.128,917.5,0.073
3117055000,전하1동,615,2014,28755.1,0.217,1172.6,0.133
3117058000,남목1동,1392,2014,17428.0,0.175,916.6,0.108
3120051000,농소1동,1332,2014,21962.7,0.25,832.1,0.133
3120052000,농소2동,400,2014,11991.3,0.23,534.0,0.143
3120053000,농소3동,1413,2014,19239.3,0.238,816.0,0.144
3120054000,강동동,84,2014,18545.8,0.083,779.4,0.055
3120056000,효문동,598,2014,21196.8,0.096,940.2,0.052
3120057000,송정동,278,2014,20706.4,0.144,884.8,0.103
3120058000,양정동,200,2014,23849.1,0.105,1082.4,0.068
3120059000,염포동,224,2014,19337.1,0.172,889.6,0.105
3171025000,온산읍,187,2014,10767.5,0.207,577.6,0.133
3171025300,언양읍,598,2014,17723.0,0.216,694.5,0.15
3171025600,온양읍,1080,2014,8613.8,0.306,494.3,0.151
3171025900,범서읍,2414,2014,22662.0,0.219,878.0,0.145
3171031000,서생면,37,2014,9347.3,0.172,451.0,0.121
3171034000,웅촌면,125,2014,6568.3,0.048,434.9,0.048
3171038000,상북면,108,2014,7310.9,0.188,374.7,0.155
3611025000,조치원읍,614,2014,15504.4,0.237,634.6,0.111
3611032000,연동면,37,2014,7279.7,0.138,532.3,0.051
3611033000,부강면,31,2014,7638.7,0.049,454.5,0.061
3611034000,금남면,115,2014,11890.1,0.178,715.0,0.054
3611035000,장군면,7,2014,2208.1,0.107,228.2,0.019
3611036000,연서면,28,2014,12051.8,0.096,564.5,0.039
3611037000,전의면,72,2014,6781.2,0.072,407.9,0.06
3611038000,전동면,8,2014,4593.8,0.063,307.6,0.063
3611039000,소정면,14,2014,5483.6,0.069,305.2,0.069
3611051000,한솔동,157,2014,30621.6,0.135,1162.7,0.048
4111156000,파장동,954,2014,30159.4,0.157,998.3,0.142
4111156600,율천동,1277,2014,27210.6,0.173,1139.6,0.093
4111157100,정자1동,2175,2014,27380.2,0.248,1136.5,0.129
4111158000,영화동,46,2014,15583.3,0.145,723.0,0.096
4111159100,송죽동,166,2014,21911.3,0.177,987.9,0.086
4111159700,조원1동,775,2014,27652.0,0.158,1128.3,0.087
4111160000,연무동,88,2014,15561.9,0.177,783.7,0.074
4111352000,세류1동,161,2014,21325.4,0.168,860.6,0.089
4111355000,평동,499,2014,20593.2,0.128,890.0,0.086
4111356000,서둔동,319,2014,20874.6,0.153,950.5,0.133
4111365000,구운동,351,2014,20626.4,0.136,863.2,0.087
4111367000,권선1동,1495,2014,26095.5,0.197,1136.4,0.115
4111369000,곡선동,137,2014,23504.0,0.046,908.5,0.068
4111370000,입북동,468,2014,22529.8,0.144,961.3,0.1
4111565000,매교동,60,2014,17775.5,0.084,859.5,0.083
4111566000,매산동,95,2014,25477.4,0.124,1031.7,0.107
4111567000,고등동,3,2014,19566.7,0.148,851.0,0.064
4111568000,화서1동,846,2014,25986.0,0.142,1177.1,0.089
4111570000,지동,50,2014,11023.6,0.096,1608.9,0.178
4111571000,우만1동,639,2014,22302.8,0.265,1136.3,0.115
4111573000,인계동,634,2014,22336.6,0.32,1165.0,0.225
4111751000,매탄1동,1943,2014,28727.8,0.217,1290.8,0.126
4111755000,원천동,432,2014,17290.6,0.158,1046.3,0.083
4113151000,신흥1동,350,2014,32818.9,0.113,1479.1,0.12
4113156100,태평4동,201,2014,25456.1,0.232,1417.9,0.171
4113157000,수진1동,142,2014,31591.8,0.119,1379.3,0.102
4113159000,단대동,223,2014,39376.4,0.267,1405.9,0.132
4113160000,산성동,1,2014,24800.0,0.0,1600.0,0.0
4113161000,양지동,50,2014,28563.0,0.134,1171.7,0.096
4113351000,성남동,186,2014,27605.4,0.134,1212.0,0.101
4113352500,중앙동,122,2014,44416.5,0.103,1528.0,0.069
4113353000,금광1동,237,2014,21775.4,0.218,1232.1,0.066
4113355000,은행1동,245,2014,25744.8,0.103,1299.8,0.062
4113357000,상대원1동,321,2014,16973.7,0.114,1073.1,0.061
4113366000,하대원동,236,2014,30586.7,0.153,1293.1,0.107
4113367000,도촌동,233,2014,42899.6,0.056,1660.2,0.035
4113551000,분당동,276,2014,44113.2,0.157,1758.3,0.06
4113552000,수내1동,638,2014,54558.3,0.191,1936.8,0.059
4113558000,서현1동,802,2014,49462.6,0.197,1917.4,0.073
4113560000,이매1동,624,2014,52930.5,0.134,1959.5,0.075
4113561000,이매2동,990,2014,38675.9,0.21,1750.5,0.067
4113565000,판교동,434,2014,78062.2,0.117,2806.3,0.066
4113565500,삼평동,296,2014,75205.7,0.125,2737.4,0.07
4113566200,금곡동,455,2014,41798.2,0.218,1908.9,0.063
4113566500,구미1동,877,2014,36541.8,0.191,1751.3,0.068
4113568000,운중동,201,2014,60891.5,0.098,2378.7,0.054
4115056100,장암동,354,2014,19397.9,0.205,968.7,0.11
4115056700,신곡1동,1601,2014,19197.3,0.177,877.8,0.086
4115057300,송산1동,727,2014,15203.3,0.116,796.4,0.086
4115058000,자금동,346,2014,21587.1,0.133,977.1,0.095
4115062000,녹양동,261,2014,21622.9,0.13,911.9,0.104
4117159000,석수1동,1507,2014,23236.8,0.184,1204.0,0.137
4117162100,박달1동,524,2014,25284.2,0.13,1076.9,0.093
4117354600,달안동,2091,2014,27837.6,0.22,1437.2,0.084
4117357800,귀인동,1323,2014,37447.8,0.187,1651.6,0.078
4117363000,갈산동,1729,2014,32859.3,0.194,1389.7,0.119
4121051000,광명1동,537,2014,29012.3,0.135,1269.3,0.104
4121059000,철산1동,1749,2014,35196.1,0.17,1638.2,0.129
4121063400,하안4동,2441,2014,23927.8,0.244,1352.6,0.095
4121064000,소하1동,629,2014,38161.3,0.15,1514.4,0.106
4122025000,팽성읍,239,2014,15619.1,0.272,674.6,0.133
4122025300,안중읍,607,2014,16800.6,0.186,722.8,0.098
4122025600,포승읍,533,2014,13441.8,0.129,700.2,0.119
4122031000,진위면,159,2014,9379.4,0.162,612.4,0.096
4122033000,고덕면,188,2014,14221.6,0.118,698.7,0.069
4122034000,오성면,6,2014,14366.7,0.024,568.9,0.024
4122037000,현덕면,46,2014,6423.2,0.126,328.3,0.08
4122051000,중앙동,1026,2014,18625.0,0.222,872.0,0.125
4122053500,송탄동,159,2014,24074.9,0.117,917.4,0.103
4122055000,지산동,375,2014,14944.3,0.213,719.8,0.09
4122056000,송북동,140,2014,15590.7,0.152,624.9,0.096
4122059000,신평동,329,2014,17279.5,0.276,901.7,0.095
4122060000,원평동,204,2014,15530.6,0.084,858.6,0.082
4122063000,비전2동,39,2014,28480.8,0.096,969.6,0.041
4125053500,중앙동,388,2014,10613.1,0.241,490.3,0.168
4125055000,보산동,5,2014,5040.0,0.089,348.4,0.095
4125056500,불현동,9,2014,2461.1,0.086,195.6,0.101
4125056600,송내동,806,2014,14442.5,0.159,691.9,0.075
4125058000,소요동,41,2014,16663.4,0.062,625.9,0.047
4125060000,상패동,51,2014,6445.5,0.086,428.6,0.102
4127151500,이동,41,2014,35843.9,0.081,1201.9,0.036
4127154000,본오1동,758,2014,20935.6,0.154,971.9,0.096
4127157000,부곡동,2,2014,20650.0,0.04,825.5,0.049
4127158000,월피동,437,2014,17851.5,0.131,963.4,0.061
4127159000,성포동,630,2014,21355.4,0.134,1049.2,0.085
4127160000,반월동,535,2014,19540.1,0.237,1139.7,0.126
4127161000,안산동,57,2014,18638.0,0.243,780.0,0.119
4127351000,와동,2,2014,25000.0,0.01,979.2,0.009
4127357000,초지동,1099,2014,24807.7,0.166,1216.1,0.068
4127358000,선부1동,1204,2014,16345.9,0.198,1046.8,0.085
4128151000,주교동,728,2014,22917.0,0.232,1010.7,0.133
4128152000,원신동,103,2014,40388.5,0.066,1322.1,0.06
4128153000,흥도동,215,2014,28823.0,0.025,1134.6,0.024
4128158000,창릉동,46,2014,40401.1,0.023,1572.1,0.023
4128159000,고양동,475,2014,20109.2,0.119,817.7,0.09
4128160000,관산동,190,2014,18433.6,0.138,864.6,0.097
4128161000,능곡동,376,2014,23480.7,0.14,956.1,0.081
4128162100,화정1동,1697,2014,24131.4,0.168,1112.6,0.066
4128551000,식사동,761,2014,50991.3,0.109,1289.5,0.063
4128553000,정발산동,247,2014,32955.4,0.191,1346.2,0.074
4128554000,풍산동,772,2014,26534.0,0.16,1090.0,0.081
4128555100,백석1동,591,2014,22077.7,0.137,1155.2,0.053
4128556000,마두1동,694,2014,33367.3,0.225,1281.3,0.054
4128560000,고봉동,137,2014,15908.8,0.145,708.8,0.072
4128751000,일산1동,2178,2014,26594.0,0.237,1077.7,0.137
4128755000,주엽1동,1461,2014,27184.4,0.233,1215.0,0.075
4128757000,대화동,448,2014,27703.1,0.14,1175.1,0.056
4129051000,중앙동,81,2014,80069.8,0.105,3456.5,0.075
4129053000,별양동,147,2014,56673.2,0.119,2655.8,0.109
4129054000,부림동,116,2014,51373.3,0.122,2612.4,0.08
4131052000,동구동,1147,2014,26915.2,0.137,1235.3,0.08
4131057000,수택1동,1087,2014,28923.0,0.191,1348.2,0.1
4131058000,수택2동,215,2014,37791.4,0.126,1589.2,0.089
4136025000,와부읍,1290,2014,29123.3,0.169,1163.1,0.079
4136025300,진접읍,1462,2014,21554.3,0.177,838.3,0.113
4136025600,화도읍,667,2014,19413.3,0.15,779.6,0.105
4136025900,진건읍,279,2014,14430.2,0.126,729.3,0.082
4136026200,오남읍,1357,2014,15828.0,0.179,697.1,0.11
4136031000,별내면,425,2014,19034.2,0.108,855.8,0.056
4136051000,호평동,1073,2014,26899.0,0.125,1034.7,0.085
4136052000,평내동,1094,2014,20153.3,0.165,905.7,0.099
4136053000,금곡동,160,2014,16355.7,0.189,818.2,0.093
4136057000,별내동,577,2014,45368.7,0.065,1402.3,0.058
4137053000,남촌동,299,2014,13610.5,0.204,740.1,0.035
4137055000,세마동,237,2014,25965.9,0.133,914.6,0.106
4137056000,초평동,101,2014,13909.4,0.095,689.7,0.063
4139051000,대야동,469,2014,18356.1,0.218,959.5,0.073
4139052000,신천동,279,2014,17401.8,0.271,855.5,0.147
4139053100,신현동,186,2014,15590.0,0.252,690.5,0.097
4139054000,은행동,609,2014,21333.5,0.2,1012.3,0.083
4139055000,매화동,151,2014,13552.9,0.172,670.3,0.084
4139057000,목감동,108,2014,13706.0,0.154,738.9,0.071
4139058100,군자동,361,2014,11840.1,0.218,733.5,0.079
4139058900,정왕본동,68,2014,30380.4,0.072,1087.2,0.055
4139063000,연성동,417,2014,17668.8,0.151,815.8,0.041
4139064000,능곡동,137,2014,31423.0,0.076,1129.2,0.035
4141051000,군포1동,1147,2014,27685.6,0.142,1200.5,0.093
4141058000,오금동,1126,2014,20864.1,0.188,1194.4,0.064
4141062000,광정동,2586,2014,27418.1,0.234,1268.1,0.092
4143051000,고천동,1053,2014,25229.1,0.141,1123.4,0.103
4143052000,부곡동,350,2014,17928.3,0.202,965.4,0.09
4143054000,내손1동,628,2014,44610.5,0.143,1820.5,0.083
4143055000,내손2동,387,2014,37453.6,0.121,1566.8,0.097
4143056000,청계동,76,2014,45034.1,0.074,1650.7,0.032
4145052000,신장1동,520,2014,29201.8,0.177,1390.5,0.066
4145053000,신장2동,368,2014,27869.3,0.125,1307.5,0.063
4145054000,덕풍1동,679,2014,31279.8,0.146,1295.5,0.101
4146125000,포곡읍,468,2014,19822.6,0.213,826.4,0.113
4146135000,백암면,9,2014,9050.0,0.129,453.1,0.052
4146136000,양지면,15,2014,19986.7,0.11,800.8,0.081
4146151000,중앙동,276,2014,18130.2,0.224,1079.3,0.222
4146153000,유림동,383,2014,15268.1,0.113,702.9,0.047
4146154000,동부동,98,2014,17455.1,0.173,756.2,0.13
4146351000,신갈동,688,2014,26755.7,0.148,1202.7,0.11
4146352000,구갈동,475,2014,24130.8,0.166,1094.7,0.083
4146353000,상갈동,359,2014,23320.6,0.123,1159.8,0.056
4146354000,기흥동,658,2014,31613.5,0.257,864.9,0.103
4146355000,서농동,208,2014,29482.6,0.074,1037.5,0.088
4146356000,구성동,738,2014,29756.2,0.128,1034.9,0.089
4146357000,마북동,803,2014,32034.5,0.169,1064.7,0.112
4146358600,상하동,544,2014,24437.3,0.131,879.2,0.08
4146359000,보정동,695,2014,42245.8,0.158,1318.5,0.142
4146551000,풍덕천1동,1667,2014,34132.9,0.151,1453.4,0.09
4146553000,신봉동,687,2014,39103.6,0.122,1382.1,0.097
4146556000,동천동,665,2014,40281.3,0.224,1626.2,0.086
4146559000,성복동,971,2014,57585.0,0.133,1397.6,0.109
4148025000,문산읍,503,2014,17121.0,0.186,710.7,0.12
4148025300,파주읍,22,2014,18417.3,0.128,704.2,0.124
4148025600,법원읍,18,2014,7425.0,0.156,412.2,0.12
4148026200,조리읍,388,2014,16468.7,0.172,583.8,0.117
4148035000,광탄면,13,2014,16069.2,0.028,625.2,0.028
4148037000,적성면,4,2014,8925.0,0.12,395.3,0.136
4148051000,금촌1동,44,2014,15417.0,0.098,666.7,0.064
4148053000,금촌3동,1689,2014,17573.2,0.202,791.5,0.147
4148055000,운정1동,704,2014,32530.2,0.179,1119.1,0.105
4150025000,장호원읍,157,2014,12380.1,0.278,563.4,0.176
4150025300,부발읍,657,2014,17994.5,0.271,841.6,0.163
4150031000,신둔면,127,2014,10418.2,0.215,569.9,0.074
4150032000,백사면,101,2014,11326.7,0.147,589.2,0.074
4150033000,호법면,34,2014,14621.2,0.018,806.0,0.018
4150034000,마장면,5,2014,6870.0,0.121,356.5,0.081
4150035000,대월면,258,2014,12787.4,0.137,636.3,0.09
4150051000,창전동,119,2014,14484.4,0.179,697.0,0.144
4150051500,증포동,1022,2014,19675.0,0.196,850.9,0.105
4150052000,중리동,117,2014,21741.2,0.164,819.1,0.125
4150053000,관고동,118,2014,19559.4,0.185,795.7,0.109
4155025000,공도읍,1216,2014,15727.9,0.228,762.8,0.078
4155031000,보개면,24,2014,7566.7,0.045,452.9,0.045
4155032000,금광면,106,2014,9737.0,0.14,647.9,0.042
4155034000,미양면,47,2014,5053.0,0.019,401.8,0.019
4155035000,대덕면,268,2014,6684.3,0.132,530.2,0.107
4155038000,원곡면,33,2014,11998.5,0.033,664.0,0.033
4155039000,일죽면,40,2014,10829.5,0.053,465.1,0.038
4155040000,죽산면,112,2014,7696.7,0.13,544.4,0.059
4155051000,안성1동,62,2014,13165.3,0.149,529.7,0.107
4155052000,안성2동,194,2014,14348.5,0.337,718.5,0.137
4155053000,안성3동,224,2014,13952.8,0.206,673.6,0.133
4157025000,통진읍,138,2014,15138.4,0.085,622.7,0.049
4157025300,고촌읍,427,2014,31238.1,0.18,1132.3,0.104
4157025600,양촌읍,63,2014,19508.4,0.1,791.1,0.076
4157054000,사우동,342,2014,16676.7,0.133,799.0,0.099
4157055000,풍무동,785,2014,20750.4,0.163,741.9,0.11
4157057000,구래동,258,2014,30258.6,0.021,1162.8,0.015
4159025300,봉담읍,1159,2014,21233.5,0.169,841.8,0.078
4159025600,우정읍,120,2014,18263.3,0.214,757.4,0.137
4159025900,향남읍,982,2014,22995.3,0.145,900.5,0.065
4159031000,매송면,17,2014,7023.5,0.096,489.5,0.068
4159032000,비봉면,18,2014,16097.2,0.025,630.3,0.025
4159033000,마도면,8,2014,14068.8,0.078,675.2,0.034
4159034000,송산면,47,2014,15602.7,0.057,706.0,0.075
4159036000,팔탄면,91,2014,9135.9,0.053,672.5,0.026
4159037000,장안면,51,2014,9421.6,0.052,521.7,0.049
4159041000,정남면,108,2014,10835.1,0.118,649.7,0.05
4159052000,진안동,722,2014,21042.4,0.07,921.3,0.079
4159053000,병점1동,1781,2014,21834.6,0.124,960.1,0.084
4159056000,기배동,335,2014,17910.3,0.057,726.0,0.054
4159057000,화산동,434,2014,17052.1,0.122,704.4,0.085
4159058500,동탄1동,2268,2014,34399.2,0.133,1259.4,0.105
4159058700,동탄3동,1370,2014,27489.4,0.076,1210.4,0.071
4161025300,초월읍,520,2014,20460.6,0.101,787.1,0.098
4161025900,곤지암읍,269,2014,15469.0,0.175,843.2,0.063
4161033000,도척면,45,2014,15213.3,0.03,591.8,0.03
4161052000,송정동,81,2014,19229.9,0.123,927.8,0.079
4163025000,백석읍,373,2014,12661.0,0.143,553.8,0.093
4163032000,남면,3,2014,4300.0,0.031,262.9,0.032
4163033000,광적면,74,2014,10021.6,0.167,558.5,0.089
4163034000,장흥면,44,2014,17058.4,0.09,664.6,0.05
4163051000,양주1동,34,2014,13333.8,0.032,521.1,0.032
4163052000,양주2동,903,2014,17958.7,0.152,755.4,0.104
4163053000,회천1동,383,2014,17628.9,0.178,738.3,0.129
4163054000,회천2동,442,2014,14798.5,0.172,753.1,0.181
4163055000,회천3동,282,2014,13569.7,0.124,677.4,0.048
4165025000,소흘읍,683,2014,15475.2,0.184,694.0,0.1
4165034000,신북면,127,2014,6201.5,0.146,375.4,0.096
4165037000,일동면,17,2014,13267.6,0.152,551.0,0.123
4165039000,영북면,12,2014,3654.2,0.158,172.2,0.128
4165051000,포천동,172,2014,12952.9,0.242,596.5,0.138
4165052000,선단동,17,2014,13632.1,0.018,553.5,0.018
4167025000,가남읍,232,2014,9369.3,0.172,593.3,0.076
4167051000,여흥동,259,2014,12182.3,0.165,659.1,0.067
4167052000,중앙동,241,2014,15024.0,0.17,674.5,0.092
4167053000,오학동,440,2014,15745.4,0.271,692.6,0.133
4180025000,연천읍,5,2014,7820.0,0.113,457.1,0.076
4180025300,전곡읍,120,2014,10154.5,0.27,524.7,0.179
4180032000,청산면,9,2014,6816.7,0.032,387.7,0.04
4180036000,신서면,1,2014,3500.0,0.0,139.0,0.0
4182025000,가평읍,133,2014,14827.1,0.202,619.4,0.148
4182031000,설악면,59,2014,22129.3,0.076,961.7,0.014
4182032500,청평면,150,2014,15686.7,0.192,744.3,0.133
4183025000,양평읍,296,2014,22102.9,0.228,912.7,0.11
4183031000,강상면,62,2014,24657.7,0.066,923.3,0.045
4183033000,양서면,38,2014,27273.7,0.187,1070.5,0.098
4183038000,양동면,1,2014,6500.0,0.0,340.1,0.0
4183040000,용문면,20,2014,15815.0,0.1,655.9,0.067
4183041000,개군면,1,2014,14000.0,0.0,628.9,0.0
4311152500,중앙동,20,2014,18209.5,0.193,692.0,0.208
4311154500,성안동,2,2014,5750.0,0.057,347.4,0.057
4311162000,탑대성동,118,2014,12606.6,0.185,541.9,0.118
4311167000,영운동,241,2014,8544.9,0.267,509.9,0.097
4311168000,금천동,716,2014,14698.9,0.232,714.9,0.153
4311169000,용담.명암.산성동,205,2014,23265.1,0.185,866.5,0.093
4311172000,용암1동,1014,2014,16336.1,0.179,767.8,0.092
4311173000,용암2동,23,2014,15656.5,0.063,610.3,0.077
4311370000,운천.신봉동,373,2014,11492.6,0.299,568.4,0.106
4311374100,복대1동,1202,2014,25039.6,0.306,982.2,0.148
4311374700,가경동,807,2014,22838.2,0.204,924.0,0.101
4311375100,봉명1동,442,2014,15429.1,0.257,766.5,0.125
4311376000,강서제1동,548,2014,15629.0,0.319,779.8,0.123
4313025000,주덕읍,28,2014,4108.2,0.207,281.6,0.061
4313033500,대소원면,17,2014,4388.8,0.134,367.2,0.061
4313037000,앙성면,12,2014,3430.8,0.047,274.8,0.051
4313041000,산척면,2,2014,3600.0,0.014,187.8,0.014
4313051500,성내.충인동,23,2014,6845.7,0.16,426.6,0.069
4313053500,교현.안림동,367,2014,9822.5,0.39,489.1,0.215
4313055000,용산동,316,2014,11466.9,0.308,603.7,0.178
4313056000,지현동,20,2014,11695.0,0.068,475.1,0.059
4313057100,문화동,67,2014,15905.2,0.107,641.1,0.119
4313058000,호암.직동,162,2014,12356.9,0.322,543.6,0.143
4313060500,달천동,76,2014,4543.2,0.04,492.0,0.05
4313061000,봉방동,34,2014,14024.4,0.286,627.7,0.199
4313062500,칠금.금릉동,409,2014,12297.7,0.165,613.2,0.067
4313063000,연수동,744,2014,13625.6,0.317,629.3,0.165
4313064000,목행.용탄동,125,2014,12307.2,0.265,547.2,0.139
4315025000,봉양읍,100,2014,6759.8,0.098,353.4,0.108
4315051000,교동,237,2014,15929.1,0.246,591.4,0.089
4315053700,남현동,213,2014,3783.2,0.313,255.4,0.17
4315054700,영서동,29,2014,18370.7,0.062,599.0,0.104
4315056000,용두동,260,2014,14878.2,0.248,618.3,0.118
4315057700,신백동,169,2014,8071.7,0.21,452.1,0.142
4315059000,청전동,424,2014,6463.8,0.347,373.3,0.207
4315060500,화산동,10,2014,7077.0,0.172,336.4,0.11
4372025000,보은읍,108,2014,8585.1,0.337,416.3,0.216
4372033000,마로면,5,2014,1740.0,0.147,114.6,0.147
4373025000,옥천읍,248,2014,10531.6,0.256,541.5,0.184
4373036000,이원면,2,2014,4000.0,0.025,221.1,0.025
4374025000,영동읍,111,2014,9548.4,0.262,467.8,0.159
4374031000,용산면,3,2014,4966.7,0.054,257.5,0.104
4374032000,황간면,4,2014,10325.0,0.165,417.5,0.13
4374040000,심천면,2,2014,4175.0,0.003,230.1,0.003
4374525000,증평읍,456,2014,9325.9,0.359,451.3,0.203
4374531000,도안면,23,2014,788.3,0.189,61.8,0.108
4375025000,진천읍,256,2014,9089.2,0.231,528.0,0.141
4375033000,문백면,35,2014,3262.6,0.081,288.6,0.042
4375034000,백곡면,3,2014,3566.7,0.1,235.9,0.048
4375035000,이월면,52,2014,5536.9,0.281,313.7,0.176
4375037000,광혜원면,272,2014,10985.9,0.314,513.0,0.137
4376025000,괴산읍,51,2014,10541.7,0.223,469.1,0.168
4376041000,불정면,4,2014,2900.0,0.091,183.7,0.037
4377025000,음성읍,270,2014,10149.3,0.247,510.4,0.183
4377025300,금왕읍,191,2014,10681.8,0.286,539.4,0.198
4377033000,맹동면,34,2014,4680.9,0.057,416.1,0.071
4377034000,대소면,365,2014,8024.1,0.35,451.0,0.19
4377035000,삼성면,134,2014,6110.8,0.062,437.8,0.028
4377036000,생극면,20,2014,4490.0,0.063,267.3,0.03
4377037000,감곡면,125,2014,8099.8,0.151,461.0,0.131
4380025000,단양읍,72,2014,8277.8,0.324,456.7,0.185
4380025300,매포읍,99,2014,4073.0,0.128,263.9,0.081
4413125000,목천읍,998,2014,8569.1,0.242,547.8,0.141
4413133000,북면,66,2014,4626.2,0.17,333.2,0.118
4413134000,성남면,20,2014,3658.0,0.061,243.0,0.061
4413136000,병천면,85,2014,6022.8,0.205,467.4,0.154
4413151000,중앙동,9,2014,11716.7,0.069,672.4,0.138
4413152000,문성동,64,2014,11939.8,0.145,601.7,0.209
4413155000,봉명동,285,2014,12848.7,0.122,703.8,0.104
4413156000,일봉동,636,2014,24083.5,0.187,830.5,0.113
4413157000,신방동,1324,2014,16272.5,0.257,824.2,0.083
4413158000,청룡동,678,2014,23085.2,0.133,854.9,0.103
4413159000,신안동,908,2014,16814.4,0.255,816.4,0.128
4413325000,성환읍,482,2014,12492.7,0.291,590.3,0.146
4413325300,성거읍,394,2014,10930.1,0.272,610.2,0.117
4413325600,직산읍,580,2014,8174.5,0.276,499.5,0.152
4413331000,입장면,115,2014,6459.1,0.121,396.7,0.104
4413351000,성정1동,772,2014,11307.7,0.239,968.4,0.159
4413353000,쌍용1동,2287,2014,18675.9,0.21,875.1,0.09
4413356000,백석동,824,2014,26720.3,0.139,886.1,0.108
4413358000,부성1동,1380,2014,19244.1,0.2,948.0,0.086
4413359000,부성2동,19,2014,19114.7,0.085,828.9,0.028
4415025000,유구읍,17,2014,5091.2,0.166,262.4,0.091
4415032000,탄천면,41,2014,12655.1,0.04,491.7,0.036
4415036000,의당면,83,2014,5456.9,0.156,393.3,0.054
4415037000,정안면,1,2014,2800.0,0.0,154.4,0.0
4415054000,웅진동,75,2014,9918.7,0.253,458.2,0.131
4415055000,금학동,45,2014,18300.0,0.145,688.7,0.118
4415056000,옥룡동,90,2014,7847.2,0.16,460.4,0.101
4415059000,월송동,605,2014,13958.1,0.244,658.9,0.133
4418025000,웅천읍,6,2014,5316.7,0.161,247.9,0.107
4418034000,청소면,1,2014,3500.0,0.0,149.7,0.0
4418040000,성주면,5,2014,5460.0,0.1,309.0,0.039
4418051500,대천1동,240,2014,11640.1,0.228,505.4,0.146
4418053500,대천3동,157,2014,12757.3,0.304,627.5,0.153
4418054500,대천4동,165,2014,16589.1,0.264,715.5,0.117
4418056500,대천5동,50,2014,9408.0,0.18,456.6,0.082
4420025000,염치읍,115,2014,8027.3,0.143,468.0,0.112
4420025300,배방읍,1749,2014,18834.2,0.258,831.2,0.151
4420033000,탕정면,420,2014,18954.8,0.396,751.5,0.172
4420035000,음봉면,681,2014,9709.0,0.32,547.7,0.134
4420036000,둔포면,49,2014,7367.3,0.213,419.4,0.097
4420038000,인주면,41,2014,7145.1,0.093,398.3,0.092
4420041000,신창면,469,2014,8932.9,0.324,495.5,0.148
4420057000,온양1동,159,2014,13570.1,0.225,612.4,0.114
4420059000,온양3동,578,2014,18439.7,0.182,762.3,0.116
4420060000,온양4동,482,2014,10365.1,0.264,551.5,0.112
4420061000,온양5동,400,2014,16552.0,0.209,765.2,0.129
4420062000,온양6동,671,2014,12463.7,0.32,614.5,0.155
4421025000,대산읍,59,2014,8430.2,0.184,394.0,0.118
4421031000,인지면,160,2014,9855.8,0.186,465.8,0.071
4421034000,지곡면,168,2014,12301.3,0.08,531.6,0.075
4421037000,음암면,226,2014,8114.8,0.211,423.2,0.106
4421038000,운산면,32,2014,4351.6,0.165,294.6,0.067
4421039000,해미면,174,2014,5473.7,0.143,484.4,0.116
