행정동코드,읍면동명,거래수,년,평균거래금액,지니계수_거래금액,평균평당거래금액,지니계수_평당거래금액
4682034000,송지면,2,2024,6050.0,0.103,301.5,0.116
4682042000,문내면,1,2024,5000.0,0.0,237.5,0.0
4683025000,영암읍,13,2024,12115.4,0.185,523.5,0.123
4683025300,삼호읍,186,2024,6206.2,0.15,349.2,0.103
4683036000,군서면,2,2024,3575.0,0.017,139.6,0.017
4683038000,학산면,2,2024,4300.0,0.023,188.4,0.074
4684025000,무안읍,32,2024,14067.2,0.203,584.3,0.154
4684025300,일로읍,78,2024,35683.3,0.088,1328.2,0.052
4684025600,삼향읍,177,2024,22863.0,0.149,896.4,0.1
4684033000,청계면,4,2024,10325.0,0.331,501.4,0.279
4684035000,망운면,1,2024,6000.0,0.0,274.1,0.0
4684036000,해제면,4,2024,10800.0,0.377,526.6,0.374
4686025000,함평읍,11,2024,14581.8,0.217,739.9,0.15
4687025000,영광읍,48,2024,15231.7,0.292,686.6,0.228
4687025600,홍농읍,5,2024,6640.0,0.182,374.9,0.165
4687037000,법성면,1,2024,3720.0,0.0,357.1,0.0
4688025000,장성읍,16,2024,18518.8,0.226,783.1,0.174
4688035000,삼계면,20,2024,3792.5,0.311,282.9,0.174
4688036000,황룡면,8,2024,4843.8,0.13,292.3,0.092
4689025000,완도읍,42,2024,22067.9,0.23,936.3,0.175
4690025000,진도읍,10,2024,16210.0,0.3,707.7,0.243
4690034000,임회면,2,2024,18650.0,0.004,882.6,0.004
4691025000,지도읍,3,2024,15150.0,0.209,590.1,0.208
4711125000,구룡포읍,17,2024,6654.1,0.221,405.7,0.218
4711125300,연일읍,148,2024,14220.6,0.353,590.0,0.252
4711125600,오천읍,251,2024,12917.4,0.396,606.1,0.347
4711131000,대송면,3,2024,1683.3,0.079,155.0,0.079
4711132000,동해면,64,2024,3793.8,0.196,209.0,0.169
4711152500,상대동,39,2024,15716.7,0.347,768.6,0.286
4711154500,해도동,20,2024,12255.0,0.269,675.8,0.263
4711155000,송도동,23,2024,12663.0,0.404,518.2,0.312
4711156000,청림동,9,2024,3394.4,0.157,187.3,0.157
4711157000,제철동,16,2024,8812.6,0.132,412.0,0.082
4711158000,효곡동,152,2024,36054.6,0.119,1447.2,0.084
4711159000,대이동,147,2024,30272.1,0.194,1194.2,0.168
4711325000,흥해읍,232,2024,15445.3,0.318,696.7,0.271
4711332000,청하면,2,2024,8700.0,0.356,495.9,0.344
4711352000,중앙동,32,2024,19157.8,0.234,803.0,0.172
4711363000,양학동,88,2024,15208.4,0.282,714.8,0.154
4711365500,죽도동,22,2024,16331.8,0.166,795.2,0.121
4711366500,용흥동,91,2024,14543.6,0.288,619.2,0.254
4711368000,우창동,90,2024,19635.6,0.252,795.4,0.193
4711369000,두호동,145,2024,22581.4,0.31,913.9,0.29
4711370000,장량동,102,2024,25977.9,0.104,992.2,0.085
4711371000,환여동,57,2024,16793.9,0.097,852.7,0.057
4713025000,감포읍,9,2024,11734.4,0.26,565.5,0.174
4713025300,안강읍,105,2024,5904.0,0.362,329.8,0.269
4713025600,건천읍,14,2024,7164.3,0.278,381.7,0.153
4713025900,외동읍,62,2024,11300.5,0.263,567.3,0.24
4713032000,양남면,1,2024,14900.0,0.0,586.7,0.0
4713036000,현곡면,127,2024,23076.7,0.211,959.4,0.165
4713037000,강동면,17,2024,6094.1,0.187,367.9,0.107
4713038000,천북면,21,2024,12922.4,0.2,756.7,0.184
4713051500,중부동,4,2024,28575.0,0.129,765.0,0.074
4713055000,성건동,7,2024,11400.0,0.149,446.9,0.097
4713059000,선도동,51,2024,12970.6,0.282,587.9,0.164
4713060500,월성동,10,2024,19870.0,0.064,679.2,0.066
4713061500,용강동,158,2024,29790.7,0.24,1200.0,0.203
4713062100,황성동,179,2024,19438.0,0.289,777.5,0.211
4713063000,동천동,34,2024,17727.9,0.307,686.7,0.214
4713065000,불국동,17,2024,19550.0,0.304,869.8,0.251
4715025000,아포읍,34,2024,4582.4,0.249,344.6,0.088
4715051600,자산동,11,2024,6022.7,0.275,257.7,0.246
4715053600,평화남산동,9,2024,5611.1,0.17,251.3,0.143
4715056500,양금동,7,2024,11421.4,0.188,472.9,0.135
4715057500,대신동,150,2024,14675.8,0.252,667.9,0.213
4715059500,대곡동,110,2024,12854.3,0.298,576.5,0.261
4715061000,지좌동,73,2024,12891.8,0.309,626.4,0.247
4715064000,율곡동,99,2024,32381.8,0.111,1290.6,0.082
4717025000,풍산읍,3,2024,5633.3,0.118,311.2,0.118
4717033000,서후면,10,2024,4215.0,0.14,393.9,0.082
4717037000,남선면,4,2024,3550.0,0.063,286.5,0.156
4717051000,중구동,8,2024,28525.0,0.198,1131.9,0.178
4717052000,명륜동,23,2024,8532.6,0.213,412.9,0.117
4717055500,용상동,154,2024,16249.2,0.347,770.5,0.276
4717058500,서구동,16,2024,31362.5,0.248,1313.2,0.228
4717062000,평화동,66,2024,18863.6,0.366,799.5,0.289
4717063000,안기동,29,2024,7439.7,0.23,356.5,0.126
4717065000,옥동,87,2024,20779.8,0.302,934.1,0.211
4717066000,송하동,64,2024,19107.8,0.3,865.8,0.179
4717069000,강남동,56,2024,21124.1,0.182,983.5,0.142
4719025000,선산읍,45,2024,9962.2,0.358,478.0,0.33
4719025300,고아읍,209,2024,19425.4,0.375,788.9,0.323
4719025600,산동읍,183,2024,29939.3,0.116,1248.3,0.068
4719034000,해평면,2,2024,4500.0,0.033,248.3,0.033
4719036000,장천면,1,2024,5200.0,0.0,287.2,0.0
4719053500,원평동,28,2024,13673.9,0.544,731.0,0.328
4719055100,도량동,168,2024,14964.0,0.416,683.1,0.341
4719055500,지산동,1,2024,4900.0,0.0,259.7,0.0
4719056500,선주원남동,143,2024,21170.8,0.226,819.8,0.138
4719058200,형곡1동,123,2024,12165.9,0.441,572.9,0.369
4719061000,비산동,152,2024,19304.3,0.218,831.4,0.195
4719063000,광평동,3,2024,16266.7,0.189,712.1,0.178
4719064500,상모사곡동,115,2024,17993.3,0.239,788.7,0.191
4719066000,임오동,33,2024,6690.9,0.176,355.0,0.132
4719067000,인동동,201,2024,12008.2,0.249,598.6,0.147
4719068000,진미동,28,2024,8435.0,0.111,488.2,0.072
4719069000,양포동,346,2024,19256.1,0.304,763.7,0.21
4719070000,공단동,66,2024,23652.3,0.265,905.7,0.248
4721025000,풍기읍,22,2024,10255.7,0.423,488.6,0.335
4721052500,하망동,121,2024,12705.5,0.328,569.2,0.242
4721055000,영주1동,42,2024,12142.1,0.359,540.2,0.248
4721056000,영주2동,78,2024,22418.7,0.341,1008.1,0.246
4723025000,금호읍,58,2024,3858.8,0.287,311.7,0.122
4723032000,신녕면,2,2024,4250.0,0.006,200.3,0.092
4723038000,고경면,2,2024,13225.0,0.001,516.3,0.001
4723039000,북안면,3,2024,3633.3,0.147,257.3,0.093
4723051000,동부동,173,2024,9716.5,0.333,480.6,0.231
4723052000,중앙동,23,2024,19178.3,0.17,745.5,0.17
4723053500,서부동,8,2024,7331.2,0.311,362.5,0.257
4723054000,완산동,96,2024,23917.0,0.155,1001.5,0.111
4723055500,남부동,12,2024,11316.7,0.049,543.5,0.085
4725025000,함창읍,6,2024,21575.0,0.141,957.4,0.135
4725052000,남원동,43,2024,12724.0,0.284,662.2,0.193
4725053000,북문동,27,2024,27457.4,0.223,1241.8,0.109
4725054000,계림동,53,2024,19166.4,0.385,900.9,0.25
4725055000,동문동,26,2024,13927.7,0.22,674.5,0.147
4725056000,동성동,12,2024,7204.2,0.172,481.1,0.085
4725057000,신흥동,33,2024,11992.4,0.13,538.6,0.091
4728025000,문경읍,8,2024,20756.2,0.173,872.0,0.111
4728057000,점촌1동,62,2024,21034.0,0.246,885.4,0.173
4728059000,점촌3동,31,2024,8751.0,0.288,451.6,0.144
4728060000,점촌4동,3,2024,5556.7,0.051,476.9,0.051
4729025000,하양읍,101,2024,20923.3,0.239,898.4,0.182
4729025300,진량읍,151,2024,9848.8,0.356,509.9,0.249
4729025600,압량읍,109,2024,20074.3,0.183,889.7,0.126
4729031000,와촌면,10,2024,8265.0,0.097,457.4,0.097
4729033000,자인면,5,2024,5280.0,0.145,272.8,0.121
4729051000,중방동,39,2024,31162.8,0.215,1212.3,0.165
4729052000,중앙동,6,2024,8700.0,0.162,476.9,0.166
4729053000,남부동,50,2024,21691.0,0.203,881.6,0.164
4729054100,서부1동,58,2024,21863.8,0.218,796.0,0.082
4729054200,서부2동,307,2024,30969.3,0.257,1302.2,0.207
4729055000,북부동,51,2024,17333.9,0.324,861.0,0.243
4729056000,동부동,95,2024,18539.8,0.271,770.9,0.185
4773025000,의성읍,20,2024,13287.5,0.334,647.1,0.226
4773038000,봉양면,1,2024,7800.0,0.0,469.7,0.0
4773043000,안계면,2,2024,6825.0,0.174,348.8,0.117
4775025000,청송읍,2,2024,18500.0,0.257,766.5,0.216
4775037000,진보면,4,2024,12575.0,0.275,539.3,0.24
4776025000,영양읍,5,2024,10890.0,0.217,478.6,0.129
4777025000,영덕읍,17,2024,15576.5,0.267,691.1,0.227
4777031000,강구면,3,2024,6200.0,0.039,315.7,0.033
4777035000,축산면,1,2024,14300.0,0.0,615.2,0.0
4777036000,영해면,3,2024,16066.7,0.058,757.4,0.136
4782025000,화양읍,10,2024,23600.0,0.084,1079.7,0.014
4782025300,청도읍,23,2024,8982.6,0.422,424.0,0.34
4782034000,이서면,1,2024,7150.0,0.0,398.7,0.0
4783025300,대가야읍,14,2024,7817.9,0.315,475.5,0.161
4783034000,다산면,27,2024,11296.3,0.213,577.9,0.059
4784025000,성주읍,24,2024,16895.8,0.207,782.0,0.165
4784038000,초전면,2,2024,8100.0,0.056,496.0,0.003
4785025000,왜관읍,102,2024,18177.9,0.292,801.3,0.249
4785025300,북삼읍,81,2024,10609.6,0.411,527.2,0.357
4785025600,석적읍,156,2024,11939.9,0.284,556.7,0.191
4785036000,약목면,55,2024,2886.9,0.212,190.1,0.143
4785037000,기산면,9,2024,9866.7,0.07,518.1,0.029
4790025000,예천읍,31,2024,11589.4,0.296,504.7,0.27
4792025000,봉화읍,19,2024,15043.2,0.291,742.2,0.233
4792034000,춘양면,1,2024,5300.0,0.0,265.9,0.0
4793025000,울진읍,24,2024,16179.2,0.29,695.9,0.257
4793025300,평해읍,1,2024,6000.0,0.0,355.3,0.0
4793031000,북면,7,2024,6900.0,0.096,371.6,0.096
4793033000,근남면,5,2024,15580.0,0.069,841.2,0.085
4793037000,죽변면,14,2024,19143.0,0.376,781.6,0.323
4793038000,후포면,12,2024,14741.7,0.293,633.7,0.248
4794025000,울릉읍,3,2024,17933.3,0.016,1258.8,0.016
4812125000,동읍,51,2024,9885.9,0.242,492.1,0.218
4812131000,북면,267,2024,26995.2,0.155,1128.5,0.126
4812132000,대산면,1,2024,9400.0,0.0,368.4,0.0
4812151000,의창동,154,2024,35436.2,0.445,1463.4,0.39
4812152000,팔룡동,100,2024,33088.5,0.221,1469.0,0.159
4812153000,명곡동,16,2024,60596.9,0.06,1528.2,0.053
4812154000,봉림동,11,2024,34309.1,0.138,1320.6,0.104
4812351000,반송동,157,2024,39919.6,0.217,1731.2,0.158
4812351500,용지동,53,2024,65526.4,0.245,2757.7,0.152
4812352000,중앙동,262,2024,33435.3,0.272,1475.9,0.22
4812353000,상남동,9,2024,13144.4,0.058,696.0,0.046
4812354000,사파동,248,2024,23839.3,0.287,1273.0,0.2
4812355000,가음정동,190,2024,35823.5,0.289,1611.9,0.237
4812356000,성주동,72,2024,33693.8,0.238,1247.8,0.184
4812357000,웅남동,45,2024,12939.6,0.279,636.9,0.191
4812532000,진동면,44,2024,19563.6,0.182,735.0,0.124
4812533000,진북면,4,2024,7975.0,0.195,333.0,0.15
4812551000,현동,47,2024,25673.4,0.102,1067.5,0.093
4812552000,가포동,3,2024,21780.3,0.056,1107.7,0.006
4812553000,월영동,208,2024,28042.2,0.262,1071.8,0.204
4812554000,문화동,22,2024,17252.3,0.251,827.0,0.2
4812556500,반월중앙동,53,2024,19286.8,0.236,830.5,0.219
4812558000,자산동,86,2024,29745.9,0.256,1241.9,0.249
4812561000,교방동,19,2024,28147.4,0.231,1098.3,0.186
4812563000,오동동,63,2024,27216.7,0.228,1118.8,0.184
4812564000,합포동,45,2024,24428.4,0.193,1106.4,0.145
4812725000,내서읍,276,2024,15508.6,0.241,706.4,0.159
4812751000,회원1동,24,2024,27287.5,0.326,1103.7,0.303
4812754500,석전동,67,2024,37521.6,0.222,1626.8,0.179
4812756000,양덕1동,213,2024,35644.4,0.297,1348.7,0.228
4812757000,양덕2동,16,2024,10206.2,0.089,565.2,0.071
4812760000,구암1동,34,2024,13573.5,0.262,695.8,0.154
4812953000,충무동,39,2024,15304.4,0.224,732.2,0.205
4812954000,여좌동,5,2024,15960.0,0.16,640.4,0.17
4812955000,태백동,54,2024,21430.6,0.271,949.0,0.23
4812957000,병암동,94,2024,27762.0,0.212,1093.0,0.135
4812959000,이동,101,2024,25042.6,0.245,1139.0,0.15
4812961000,덕산동,87,2024,26182.5,0.274,1142.0,0.216
4812962000,풍호동,44,2024,32040.9,0.102,1201.9,0.094
4812963000,웅천동,57,2024,20998.9,0.132,976.1,0.073
4812964000,웅동1동,31,2024,14811.3,0.171,646.3,0.148
4812965000,웅동2동,142,2024,15470.0,0.229,730.6,0.147
4817025000,문산읍,27,2024,22550.0,0.193,830.3,0.16
4817031000,내동면,14,2024,35692.9,0.065,1132.3,0.058
4817032000,정촌면,60,2024,30620.0,0.044,1245.9,0.027
4817036000,일반성면,6,2024,9450.0,0.118,492.2,0.101
4817041000,금산면,162,2024,17376.9,0.208,733.1,0.1
4817042000,집현면,19,2024,9373.7,0.134,423.6,0.062
4817044000,명석면,10,2024,8051.0,0.164,391.6,0.089
4817051500,천전동,132,2024,24266.3,0.207,947.4,0.163
4817055500,성북동,3,2024,8000.0,0.022,373.2,0.056
4817056500,중앙동,1,2024,16000.0,0.0,388.1,0.0
4817059500,상봉동,23,2024,12402.2,0.21,533.7,0.169
4817067300,상대동,38,2024,15975.0,0.164,619.3,0.156
4817067800,하대동,109,2024,12846.3,0.212,606.5,0.139
4817068000,상평동,36,2024,21448.6,0.295,847.1,0.24
4817069500,초장동,171,2024,34413.5,0.182,1301.9,0.148
4817071000,평거동,44,2024,20205.0,0.301,862.2,0.229
4817071500,신안동,136,2024,16819.6,0.15,840.0,0.09
4817072000,이현동,3,2024,13700.0,0.052,671.1,0.034
4817073000,판문동,265,2024,31757.0,0.265,1285.1,0.194
4817074000,가호동,186,2024,30588.9,0.261,1375.3,0.163
4817075000,충무공동,288,2024,47210.1,0.172,1857.4,0.092
4822031000,용남면,40,2024,15770.0,0.185,710.2,0.161
4822034000,광도면,143,2024,23766.1,0.182,966.0,0.144
4822051000,도천동,21,2024,10021.4,0.285,487.5,0.16
4822053000,명정동,2,2024,2950.0,0.161,179.0,0.161
4822055000,중앙동,1,2024,11300.0,0.0,623.7,0.0
4822059000,정량동,22,2024,13652.3,0.255,611.5,0.251
4822060000,북신동,25,2024,22712.0,0.28,937.6,0.238
4822066500,미수동,49,2024,10405.1,0.264,496.8,0.194
4822067000,봉평동,33,2024,6555.8,0.19,361.6,0.153
4822070000,무전동,46,2024,21158.5,0.204,905.5,0.138
4824025000,사천읍,89,2024,12224.4,0.315,568.3,0.251
4824031000,정동면,120,2024,15677.1,0.336,730.3,0.28
4824032000,사남면,86,2024,19921.3,0.169,812.1,0.102
4824033000,용현면,30,2024,10410.0,0.261,490.8,0.166
4824035000,곤양면,5,2024,9140.0,0.267,402.9,0.211
4824037000,서포면,1,2024,2000.0,0.0,114.5,0.0
4824051000,동서동,9,2024,9100.0,0.22,464.1,0.17
4824052000,선구동,15,2024,9180.7,0.31,457.9,0.26
4824053000,동서금동,23,2024,24321.7,0.161,1011.1,0.13
4824055000,벌용동,70,2024,14489.3,0.304,694.3,0.212
4824057000,향촌동,13,2024,14853.8,0.141,587.7,0.129
4824059500,남양동,18,2024,8186.1,0.279,376.7,0.211
4825025000,진영읍,252,2024,19268.9,0.248,842.7,0.193
4825032000,주촌면,94,2024,33404.3,0.124,1502.1,0.06
4825033000,진례면,8,2024,8500.0,0.177,368.7,0.123
4825034000,한림면,1,2024,5500.0,0.0,364.2,0.0
4825051000,동상동,28,2024,21942.9,0.213,834.1,0.09
4825052000,회현동,32,2024,27531.2,0.329,1165.7,0.262
4825053000,부원동,18,2024,44811.1,0.095,1708.8,0.07
4825054000,내외동,340,2024,19152.1,0.278,908.2,0.168
4825055000,북부동,428,2024,22035.0,0.267,959.3,0.192
4825056500,칠산서부동,9,2024,14927.8,0.094,596.3,0.115
4825058000,활천동,87,2024,12870.4,0.213,567.2,0.134
4825059000,삼안동,70,2024,13515.0,0.247,627.5,0.232
4825060000,불암동,19,2024,14994.7,0.098,717.0,0.067
4825061000,장유1동,296,2024,16677.4,0.229,759.6,0.159
4825062000,장유2동,251,2024,17776.8,0.227,809.4,0.155
4825063000,장유3동,346,2024,31497.5,0.191,1241.9,0.157
4827025300,하남읍,13,2024,14141.2,0.307,587.7,0.255
4827031000,부북면,1,2024,6490.0,0.0,266.2,0.0
4827036000,상남면,13,2024,7903.8,0.115,408.9,0.114
4827051000,내일동,8,2024,3425.0,0.124,265.1,0.105
4827052000,내이동,215,2024,21663.0,0.256,872.8,0.222
4827054000,가곡동,39,2024,16698.7,0.398,728.2,0.327
4827055000,교동,39,2024,7257.7,0.259,393.0,0.194
4831031000,일운면,12,2024,19330.0,0.257,798.1,0.219
4831034000,거제면,13,2024,17371.4,0.175,699.0,0.162
4831035000,둔덕면,1,2024,6000.0,0.0,330.9,0.0
4831036000,사등면,26,2024,14119.2,0.166,620.4,0.155
4831037000,연초면,6,2024,15751.7,0.281,659.3,0.227
4831051000,장승포동,14,2024,5710.7,0.079,325.9,0.056
4831053000,능포동,15,2024,8850.0,0.306,363.7,0.264
4831054000,아주동,105,2024,17186.7,0.191,711.6,0.152
4831055000,옥포1동,75,2024,12167.2,0.367,535.9,0.29
4831056000,옥포2동,13,2024,19046.2,0.087,754.5,0.077
4831057000,장평동,91,2024,15396.7,0.332,698.5,0.242
4831058000,고현동,135,2024,15379.6,0.349,706.5,0.253
4831059000,상문동,107,2024,15663.1,0.255,665.9,0.205
4831060000,수양동,66,2024,22791.7,0.152,864.3,0.121
4833025300,물금읍,532,2024,30618.3,0.201,1340.2,0.144
4833031000,동면,187,2024,29151.1,0.193,1295.4,0.134
4833033000,상북면,41,2024,7978.3,0.159,378.0,0.093
4833034000,하북면,11,2024,8527.3,0.188,420.2,0.138
4833051000,중앙동,22,2024,16777.3,0.21,953.5,0.137
4833051500,양주동,118,2024,22385.6,0.131,1052.3,0.057
4833052000,삼성동,60,2024,15340.0,0.325,772.8,0.196
4833053000,강서동,45,2024,10823.3,0.345,495.9,0.284
4833054000,서창동,114,2024,14689.1,0.248,660.3,0.194
4833055000,소주동,124,2024,10268.5,0.326,520.1,0.232
4833056000,평산동,111,2024,11685.6,0.289,515.8,0.229
4833057000,덕계동,83,2024,21243.0,0.239,971.2,0.204
4872025000,의령읍,12,2024,16150.0,0.296,701.9,0.245
4873025000,가야읍,60,2024,13027.5,0.267,643.0,0.235
4873025300,칠원읍,49,2024,14096.9,0.273,630.9,0.235
4873032000,군북면,2,2024,6600.0,0.136,357.8,0.179
4873035000,칠서면,27,2024,7185.2,0.106,434.7,0.057
4874025000,창녕읍,27,2024,15490.7,0.301,647.3,0.261
4874025300,남지읍,44,2024,12770.5,0.28,659.9,0.149
4874036000,대지면,2,2024,8700.0,0.011,479.6,0.011
4874038000,영산면,7,2024,7114.3,0.31,336.8,0.288
4874040000,도천면,9,2024,5455.6,0.107,281.6,0.07
4874042000,부곡면,10,2024,13275.0,0.127,657.8,0.111
4882025000,고성읍,36,2024,14137.5,0.307,659.7,0.244
4882033000,하이면,2,2024,2900.0,0.017,192.3,0.065
4882034000,상리면,1,2024,3000.0,0.0,167.4,0.0
4882040000,회화면,1,2024,4100.0,0.0,234.0,0.0
4882043000,거류면,7,2024,8450.0,0.246,344.0,0.193
4884025000,남해읍,13,2024,17584.6,0.271,752.1,0.242
4884034000,미조면,1,2024,6250.0,0.0,345.5,0.0
4884035000,남면,1,2024,6100.0,0.0,237.5,0.0
4884037000,고현면,1,2024,8850.0,0.0,380.4,0.0
4884039000,창선면,1,2024,6100.0,0.0,336.4,0.0
4885025000,하동읍,29,2024,16681.0,0.301,733.0,0.284
4885037000,진교면,7,2024,7314.3,0.139,401.9,0.064
4885042000,금성면,3,2024,6400.0,0.139,313.8,0.052
4886025000,산청읍,20,2024,14296.8,0.231,686.0,0.203
4886034000,금서면,2,2024,16750.0,0.007,654.5,0.007
4886037000,단성면,1,2024,15900.0,0.0,883.3,0.0
4886038000,신안면,4,2024,13375.0,0.063,738.9,0.063
4887025000,함양읍,25,2024,17496.0,0.32,718.9,0.228
4888025000,거창읍,139,2024,18101.2,0.261,824.7,0.208
4889025000,합천읍,16,2024,12948.8,0.392,659.3,0.26
4889033000,가야면,2,2024,21050.0,0.023,819.9,0.023
4889036000,초계면,2,2024,4050.0,0.006,237.6,0.006
5011025000,한림읍,7,2024,23657.1,0.127,1046.2,0.108
5011025300,애월읍,26,2024,41198.1,0.079,1608.1,0.077
5011025600,구좌읍,2,2024,18600.0,0.212,963.2,0.039
5011025900,조천읍,21,2024,23904.8,0.15,1130.4,0.09
5011051000,일도1동,2,2024,23750.0,0.068,932.3,0.07
5011052000,일도2동,37,2024,30070.3,0.222,1383.8,0.182
5011053000,이도1동,6,2024,27283.3,0.141,1152.1,0.107
5011054000,이도2동,51,2024,35396.1,0.35,1680.0,0.296
5011055000,삼도1동,13,2024,28753.8,0.123,1118.6,0.111
5011056000,삼도2동,11,2024,27945.5,0.139,1158.8,0.127
5011057000,용담1동,3,2024,22000.0,0.177,898.2,0.139
5011058000,용담2동,10,2024,23850.0,0.14,1016.9,0.08
5011059000,건입동,9,2024,24444.4,0.152,1058.6,0.128
5011060000,화북동,21,2024,37552.4,0.192,1748.4,0.131
5011061000,삼양동,37,2024,40071.6,0.205,1707.3,0.173
5011062000,봉개동,2,2024,24925.0,0.042,1065.7,0.053
5011063000,아라동,25,2024,54536.0,0.256,2067.2,0.192
5011064000,오라동,13,2024,34907.7,0.096,1447.5,0.05
5011065000,연동,70,2024,27961.7,0.394,1591.2,0.241
5011066000,노형동,79,2024,47964.6,0.234,2169.7,0.149
5011067000,외도동,65,2024,26896.9,0.179,1321.6,0.09
5011068000,이호동,4,2024,31250.0,0.025,1238.2,0.02
5011069000,도두동,6,2024,20633.3,0.259,1795.3,0.108
5013025000,대정읍,11,2024,22763.6,0.168,930.5,0.139
5013025300,남원읍,6,2024,21011.7,0.212,911.8,0.123
5013025900,성산읍,6,2024,9666.7,0.06,583.3,0.032
5013031000,안덕면,8,2024,25387.5,0.063,1053.9,0.031
5013032000,표선면,8,2024,19362.5,0.335,920.2,0.234
5013051000,송산동,97,2024,21406.5,0.306,1194.6,0.176
5013054000,천지동,21,2024,21797.6,0.294,1000.8,0.209
5013055000,효돈동,1,2024,32500.0,0.0,1264.4,0.0
5013059000,대륜동,17,2024,40175.3,0.182,1693.8,0.116
5013060000,대천동,25,2024,52792.0,0.16,2018.8,0.102
5013061000,중문동,30,2024,28821.7,0.264,1328.3,0.195
5111025000,신북읍,17,2024,7776.5,0.122,590.2,0.103
5111031000,동면,64,2024,29004.7,0.102,1072.0,0.097
5111039000,동내면,34,2024,28192.1,0.159,1088.8,0.099
5111040000,남산면,6,2024,3183.3,0.189,279.2,0.189
5111053000,조운동,2,2024,12500.0,0.164,573.3,0.064
5111054500,약사명동,19,2024,37421.1,0.174,1797.6,0.131
5111057000,근화동,38,2024,29892.1,0.21,1388.3,0.111
5111058000,소양동,36,2024,31541.7,0.163,1186.2,0.138
5111060000,후평1동,301,2024,21745.1,0.312,991.7,0.242
5111062000,효자1동,50,2024,11770.0,0.408,757.3,0.177
5111065000,석사동,192,2024,22255.7,0.219,934.9,0.112
5111066000,퇴계동,317,2024,27731.2,0.263,1208.8,0.198
5111067500,강남동,133,2024,35847.0,0.294,1469.6,0.254
5111070500,신사우동,149,2024,29979.9,0.17,1154.0,0.169
5113025000,문막읍,83,2024,13593.6,0.327,566.4,0.212
5113031000,소초면,26,2024,5528.8,0.205,310.1,0.115
5113032000,호저면,2,2024,6250.0,0.06,345.0,0.06
5113033000,지정면,289,2024,27901.2,0.112,1272.4,0.053
5113037000,흥업면,39,2024,9834.9,0.348,611.7,0.133
5113038000,판부면,26,2024,19526.9,0.309,988.5,0.155
5113051500,중앙동,10,2024,11315.0,0.092,535.1,0.051
5113052000,원인동,21,2024,10854.8,0.12,629.1,0.117
5113053000,개운동,391,2024,16726.7,0.253,772.6,0.169
5113054100,명륜1동,208,2024,24454.2,0.345,1057.9,0.271
5113056000,일산동,45,2024,18700.0,0.289,829.8,0.267
5113059000,단계동,166,2024,22101.6,0.243,996.9,0.217
5113060000,우산동,75,2024,19966.7,0.197,837.2,0.157
5113061000,태장1동,309,2024,12670.7,0.287,643.4,0.225
5113065000,행구동,38,2024,20684.2,0.185,750.0,0.118
5113066000,무실동,171,2024,33413.7,0.171,1385.5,0.15
5113067500,반곡관설동,205,2024,23728.4,0.27,967.8,0.192
5115025000,주문진읍,53,2024,12250.5,0.25,769.6,0.261
5115035000,옥계면,1,2024,4550.0,0.0,254.6,0.0
5115036000,사천면,4,2024,15000.0,0.0,1583.5,0.0
5115037000,연곡면,27,2024,18255.6,0.162,1018.9,0.173
5115051000,홍제동,38,2024,32555.3,0.155,1475.7,0.125
5115052000,중앙동,3,2024,15433.3,0.024,645.8,0.017
5115055000,교1동,79,2024,27062.7,0.232,1107.9,0.135
5115057100,포남1동,50,2024,15948.0,0.244,858.7,0.204
5115058000,초당동,21,2024,14095.2,0.25,770.8,0.07
5115059000,송정동,58,2024,37362.9,0.246,1385.1,0.164
5115060000,내곡동,82,2024,20333.5,0.24,974.4,0.186
5115061500,강남동,38,2024,14206.6,0.229,726.4,0.131
5115064500,성덕동,134,2024,20013.8,0.281,932.6,0.148
5115066500,경포동,22,2024,40959.1,0.199,1686.2,0.139
5117051000,천곡동,161,2024,15865.6,0.279,744.0,0.21
5117052000,송정동,2,2024,7100.0,0.169,391.6,0.169
5117053000,북삼동,88,2024,13701.4,0.31,654.6,0.219
5117054000,부곡동,28,2024,8735.7,0.315,425.2,0.185
5117055000,동호동,27,2024,12470.4,0.451,616.3,0.377
5117059000,묵호동,8,2024,10675.0,0.248,587.5,0.073
5117060000,북평동,78,2024,18822.5,0.294,826.5,0.238
5117065000,삼화동,8,2024,3412.5,0.082,248.5,0.075
5119051500,황지동,178,2024,9045.6,0.341,505.1,0.199
5119053500,삼수동,21,2024,10358.0,0.205,476.7,0.131
5119058500,문곡소도동,5,2024,8380.0,0.221,378.1,0.111
5119059500,장성동,4,2024,14375.0,0.082,566.3,0.084
5119060500,구문소동,4,2024,1912.5,0.113,159.2,0.113
5119061500,철암동,2,2024,4000.0,0.0,227.5,0.0
5121051000,영랑동,41,2024,33092.7,0.291,1314.6,0.233
5121054000,금호동,18,2024,30738.9,0.257,1077.5,0.236
5121056000,교동,140,2024,17743.6,0.253,872.6,0.178
5121058000,조양동,232,2024,23850.3,0.259,1160.4,0.184
5121059000,청호동,16,2024,36525.0,0.104,1699.9,0.071
5123025000,도계읍,7,2024,5950.0,0.422,288.4,0.302
5123031000,근덕면,5,2024,4860.0,0.144,296.3,0.074
5123051000,남양동,22,2024,8018.2,0.269,398.4,0.164
5123053000,교동,155,2024,17685.0,0.264,840.7,0.206
5123054000,정라동,89,2024,8200.6,0.31,490.8,0.169
5123057000,성내동,25,2024,14558.0,0.197,624.4,0.189
5172025000,홍천읍,158,2024,15241.8,0.261,801.9,0.179
